area_type,bath,balcony,price,bhk,has_society,society_freq,availability_group,location_grouped,location_target_enc,total_sqft
Super built-up  Area,1.0,0.0,34.355,1.0,1,1.0,Q4 Possession,thanisandra,82.59086206896552,747.0
Super built-up  Area,3.0,3.0,250.0,3.0,0,0.0,Ready To Move,koramangala,205.215,1700.0
Super built-up  Area,4.0,1.0,125.0,3.0,1,12.0,Q2 Possession,thanisandra,82.59086206896552,2030.0
Super built-up  Area,2.0,1.0,70.0,2.0,1,38.0,Q1 Possession,balagere,61.03306818181818,1012.0
Carpet  Area,2.0,1.0,60.0,3.0,0,0.0,Ready To Move,kudlu,59.363076923076925,1245.0
Super built-up  Area,3.0,2.0,118.0,3.0,1,17.0,Ready To Move,7th phase jp nagar,104.03466666666667,1765.0
Super built-up  Area,2.0,2.0,36.25,2.0,1,2.0,Ready To Move,gottigere,61.017291666666665,1110.0
Built-up  Area,2.0,1.0,47.8,2.0,0,0.0,Ready To Move,Other,47.8,967.0
Super built-up  Area,2.0,2.0,36.0,2.0,1,3.0,Ready To Move,sarjapur,94.40676829268293,1044.0
Super built-up  Area,3.0,3.0,80.0,3.0,1,2.0,Ready To Move,brookefield,118.48936170212765,1518.0
Super built-up  Area,2.0,2.0,57.0,3.0,1,2.0,Ready To Move,kr puram,84.62961538461539,1300.0
Super built-up  Area,3.0,3.0,73.0,3.0,1,1.0,Ready To Move,Other,73.75,1798.0
Carpet  Area,2.0,0.0,36.38,2.0,1,3.0,Ready To Move,kr puram,84.62961538461539,866.28
Super built-up  Area,5.0,3.0,253.0,4.0,1,15.0,Q1 Possession,whitefield,129.65500954198475,3410.0
Super built-up  Area,2.0,2.0,56.0,2.0,1,2.0,Ready To Move,singasandra,73.18,1179.0
Super built-up  Area,5.0,2.0,510.0,5.0,1,26.0,Ready To Move,rajaji nagar,327.69308411214956,3600.0
Super built-up  Area,3.0,1.0,210.0,3.0,0,0.0,Ready To Move,Other,251.875,2098.0
Super built-up  Area,3.0,1.0,270.0,3.0,0,0.0,Ready To Move,Other,231.33333333333334,2400.0
Built-up  Area,3.0,2.0,92.0,3.0,0,0.0,Ready To Move,haralur road,96.60401960784314,1976.0
Built-up  Area,2.0,2.0,61.8,2.0,1,1.0,Ready To Move,5th phase jp nagar,87.44864864864864,1190.0
Super built-up  Area,3.0,3.0,192.0,3.0,0,0.0,Ready To Move,Other,191.0,1800.0
Super built-up  Area,3.0,1.0,84.52,3.0,1,9.0,Q3 Possession,jakkur,134.956,1761.0
Super built-up  Area,3.0,3.0,120.0,3.0,0,0.0,Ready To Move,Other,239.0625,1700.0
Built-up  Area,4.0,1.0,70.0,4.0,0,0.0,Ready To Move,ramamurthy nagar,86.1576388888889,900.0
Super built-up  Area,2.0,1.0,64.8,2.0,1,48.0,Q2 Possession,electronic city,55.482145328719724,1128.0
Built-up  Area,2.0,1.0,35.25,3.0,0,0.0,Q4 Possession,electronic city,55.482145328719724,1220.0
Super built-up  Area,1.0,1.0,20.0,1.0,1,1.0,Q1 Possession,Other,20.0,509.0
Super built-up  Area,4.0,2.0,122.0,3.0,1,19.0,Ready To Move,ambedkar nagar,190.72413793103448,1852.0
Super built-up  Area,2.0,1.0,40.65,2.0,1,6.0,Q4 Possession,varthur,69.75897058823529,1045.0
Super built-up  Area,4.0,2.0,215.0,4.0,1,1.0,Ready To Move,Other,89.88888888888889,3535.0
Super built-up  Area,3.0,2.0,82.0,4.0,1,2.0,Ready To Move,Other,67.5,1800.0
Super built-up  Area,2.0,2.0,75.0,3.0,0,0.0,Ready To Move,hebbal kempapura,197.33333333333334,1436.0
Super built-up  Area,2.0,2.0,52.0,3.0,1,2.0,Ready To Move,Other,46.0,1397.0
Super built-up  Area,2.0,2.0,56.0,2.0,0,0.0,Ready To Move,kothanur,95.790625,1140.0
Super built-up  Area,1.0,1.0,55.0,1.0,1,38.0,Q1 Possession,balagere,61.03306818181818,645.0
Plot  Area,5.0,2.0,325.0,5.0,0,0.0,Ready To Move,Other,176.28571428571428,2350.0
Plot  Area,3.0,2.0,225.0,3.0,0,0.0,Q2 Possession,nagarbhavi,117.20333333333333,1200.0
Carpet  Area,3.0,2.0,135.0,3.0,1,2.0,Ready To Move,Other,152.5,2050.0
Super built-up  Area,2.0,1.0,95.0,2.0,1,6.0,Ready To Move,sarjapur  road,120.91663588390502,1335.0
Plot  Area,1.0,1.0,200.0,2.0,0,0.0,Ready To Move,Other,74.52625,2100.0
Super built-up  Area,2.0,1.0,59.0,2.0,1,11.0,Ready To Move,thanisandra,82.59086206896552,1140.0
Super built-up  Area,3.0,1.0,240.0,3.0,1,14.0,Ready To Move,hosakerehalli,179.60333333333335,2376.0
Super built-up  Area,1.0,1.0,46.0,1.0,1,34.0,Q1 Possession,thanisandra,82.59086206896552,663.0
Super built-up  Area,2.0,0.0,146.0,2.0,0,0.0,Ready To Move,Other,268.14285714285717,1276.0
Super built-up  Area,3.0,3.0,60.9,3.0,1,24.0,Ready To Move,kanakpura road,71.84865461847389,1450.0
Super built-up  Area,3.0,3.0,66.0,3.0,0,0.0,Ready To Move,kodichikkanahalli,69.64814814814815,1400.0
Super built-up  Area,2.0,1.0,53.56,2.0,0,0.0,Q4 Possession,Other,57.85,1339.0
Built-up  Area,2.0,1.0,35.23,3.0,0,0.0,Q4 Possession,electronic city,55.482145328719724,1220.0
Built-up  Area,3.0,2.0,275.0,3.0,1,13.0,Ready To Move,malleshwaram,359.8803571428571,2200.0
Built-up  Area,2.0,2.0,52.0,2.0,0,0.0,Ready To Move,Other,126.0,1305.0
Built-up  Area,3.0,3.0,80.0,3.0,1,1.0,Ready To Move,green glen layout,118.04615384615386,1740.0
Super built-up  Area,1.0,1.0,21.0,2.0,0,0.0,Ready To Move,anekal,37.62903225806452,680.0
Super built-up  Area,2.0,2.0,47.0,2.0,0,0.0,Ready To Move,bannerghatta road,98.6713422818792,1154.0
Built-up  Area,2.0,2.0,40.0,2.0,0,0.0,Ready To Move,munnekollal,120.62208333333335,1200.0
Super built-up  Area,2.0,2.0,54.5,2.0,0,0.0,Ready To Move,hennur,75.1011224489796,1155.0
Super built-up  Area,2.0,3.0,63.0,3.0,1,19.0,Ready To Move,sarjapur  road,120.91663588390502,1525.0
Built-up  Area,1.0,1.0,125.0,1.0,0,0.0,Ready To Move,Other,273.14285714285717,600.0
Super built-up  Area,5.0,2.0,192.0,4.0,1,20.0,Q4 Possession,hebbal,164.6091304347826,2470.0
Super built-up  Area,2.0,1.0,60.0,2.0,0,0.0,Ready To Move,padmanabhanagar,140.63142857142856,1100.0
Super built-up  Area,2.0,2.0,65.0,2.0,1,3.0,Ready To Move,hormavu,71.35376712328767,1250.0
Super built-up  Area,2.0,1.0,70.0,2.0,1,1.0,Ready To Move,kothanur,95.790625,1400.0
Super built-up  Area,3.0,2.0,100.0,3.0,1,2.0,Ready To Move,Other,87.55555555555556,1600.0
Built-up  Area,2.0,1.0,55.0,2.0,1,52.0,Ready To Move,electronic city,55.482145328719724,1060.0
Super built-up  Area,2.0,2.0,50.0,2.0,0,0.0,Ready To Move,horamavu banaswadi,67.32,1272.0
Super built-up  Area,2.0,2.0,105.0,2.0,1,22.0,Q3 Possession,kanakpura road,71.84865461847389,1296.0
Built-up  Area,3.0,2.0,280.0,4.0,0,0.0,Ready To Move,Other,744.375,2100.0
Super built-up  Area,3.0,3.0,115.0,3.0,1,3.0,Ready To Move,Other,139.33333333333334,1945.0
Super built-up  Area,2.0,2.0,30.47,3.0,0,0.0,Q4 Possession,chandapura,36.56774390243902,1033.0
Super built-up  Area,2.0,2.0,69.0,3.0,1,5.0,Ready To Move,Other,58.0,2300.0
Super built-up  Area,2.0,2.0,52.76,2.0,0,0.0,Q3 Possession,Other,39.806,1235.0
Super built-up  Area,3.0,1.0,270.0,3.0,1,1.0,Ready To Move,Other,220.0,2100.0
Super built-up  Area,2.0,1.0,42.5,2.0,1,1.0,Ready To Move,Other,161.94444444444446,850.0
Super built-up  Area,3.0,2.0,110.0,3.0,1,13.0,Ready To Move,subramanyapura,67.14750000000001,1880.0
Super built-up  Area,4.0,2.0,368.0,4.0,0,0.0,Q2 Possession,Other,207.5,2450.0
Super built-up  Area,2.0,2.0,52.0,2.0,1,4.0,Ready To Move,Other,63.25,1060.0
Super built-up  Area,3.0,3.0,138.0,3.0,1,16.0,Ready To Move,hennur road,103.92855704697986,2041.0
Built-up  Area,2.0,2.0,125.0,2.0,0,0.0,Ready To Move,hulimavu,85.91884615384615,1050.0
Built-up  Area,2.0,1.0,39.0,2.0,0,0.0,Q4 Possession,Other,45.0,1150.0
Super built-up  Area,2.0,1.0,62.0,2.0,1,3.0,Ready To Move,Other,75.72727272727273,1184.0
Built-up  Area,3.0,2.0,126.0,3.0,0,0.0,Ready To Move,sarjapur  road,120.91663588390502,1680.0
Super built-up  Area,3.0,2.0,100.0,3.0,1,34.0,Q2 Possession,thanisandra,82.59086206896552,1411.0
Plot  Area,5.0,0.0,55.0,5.0,0,0.0,Ready To Move,hosa road,70.76757142857143,900.0
Super built-up  Area,2.0,2.0,41.0,2.0,0,0.0,Q4 Possession,kanakpura road,71.84865461847389,900.0
Built-up  Area,4.0,3.0,320.0,4.0,0,0.0,Ready To Move,Other,165.22222222222223,3500.0
Super built-up  Area,3.0,2.0,120.0,3.0,1,36.0,Ready To Move,thanisandra,82.59086206896552,1702.0
Super built-up  Area,2.0,2.0,45.0,2.0,1,2.0,Ready To Move,yelahanka,86.26330952380954,1185.0
Super built-up  Area,3.0,1.0,64.0,3.0,1,63.0,Q1 Possession,kanakpura road,71.84865461847389,1300.0
Super built-up  Area,3.0,2.0,65.0,3.0,1,2.0,Ready To Move,Other,75.5,1545.0
Super built-up  Area,2.0,2.0,135.0,3.0,1,2.0,Ready To Move,6th phase jp nagar,105.38695652173914,1515.0
Super built-up  Area,3.0,3.0,55.0,3.0,1,20.0,Ready To Move,jigani,74.94698113207548,1300.0
Super built-up  Area,2.0,1.0,57.0,2.0,0,0.0,Ready To Move,jp nagar,126.43739436619718,1107.0
Super built-up  Area,3.0,2.0,106.0,3.0,1,11.0,Ready To Move,old madras road,123.05686567164179,1720.0
Super built-up  Area,3.0,2.0,150.0,3.0,1,1.0,Ready To Move,Other,141.25,1540.0
Super built-up  Area,2.0,1.0,44.5,2.0,0,0.0,Ready To Move,bannerghatta road,98.6713422818792,1000.0
Super built-up  Area,1.0,1.0,40.42,1.0,1,8.0,Q4 Possession,electronic city,55.482145328719724,710.0
Built-up  Area,4.0,0.0,270.0,4.0,1,2.0,Ready To Move,Other,188.33333333333334,3200.0
Plot  Area,2.0,2.0,160.0,2.0,0,0.0,Ready To Move,Other,318.3333333333333,900.0
Built-up  Area,2.0,0.0,48.0,2.0,1,4.0,Ready To Move,bannerghatta road,98.6713422818792,1250.0
Built-up  Area,4.0,3.0,130.0,5.0,0,0.0,Ready To Move,kaggadasapura,61.284375,2400.0
Super built-up  Area,3.0,1.0,104.0,3.0,1,5.0,Ready To Move,hegde nagar,138.99687500000002,1584.01
Plot  Area,4.0,0.0,150.0,4.0,0,0.0,Ready To Move,Other,641.125,875.0
Plot  Area,6.0,3.0,60.0,4.0,0,0.0,Ready To Move,kammasandra,38.054482758620686,1200.0
Super built-up  Area,2.0,2.0,70.0,3.0,1,9.0,Ready To Move,kaggadasapura,61.284375,1485.0
Built-up  Area,2.0,1.0,78.0,3.0,1,10.0,Ready To Move,hennur road,103.92855704697986,1100.0
Super built-up  Area,2.0,1.0,59.0,2.0,0,0.0,Q1 Possession,8th phase jp nagar,78.609375,1245.0
Built-up  Area,4.0,0.0,154.0,4.0,1,1.0,Q4 Possession,hennur road,103.92855704697986,1880.0
Super built-up  Area,3.0,3.0,350.0,3.0,0,0.0,Q3 Possession,frazer town,246.73472222222225,2214.0
Built-up  Area,2.0,2.0,45.0,2.0,0,0.0,Q2 Possession,Other,45.0,1050.0
Plot  Area,4.0,2.0,95.0,4.0,0,0.0,Ready To Move,Other,128.15384615384616,600.0
Super built-up  Area,3.0,2.0,105.0,3.0,1,2.0,Q3 Possession,bannerghatta road,98.6713422818792,1640.0
Super built-up  Area,2.0,1.0,65.0,2.0,1,2.0,Ready To Move,Other,68.27125000000001,1165.0
Built-up  Area,2.0,1.0,43.0,2.0,1,1.0,Ready To Move,kengeri satellite town,54.590875000000004,1110.0
Super built-up  Area,5.0,2.0,200.0,7.0,0,0.0,Ready To Move,Other,200.0,1200.0
Built-up  Area,4.0,2.0,630.0,4.0,1,1.0,Ready To Move,Other,345.0,4000.0
Built-up  Area,4.0,0.0,150.0,4.0,0,0.0,Ready To Move,uttarahalli,63.26853503184713,4500.0
Plot  Area,4.0,3.0,65.0,4.0,0,0.0,Ready To Move,Other,65.0,600.0
Plot  Area,1.0,0.0,42.0,2.0,0,0.0,Ready To Move,Other,42.0,1200.0
Plot  Area,3.0,2.0,12.75,3.0,1,1.0,Ready To Move,yelahanka,86.26330952380954,1500.0
Super built-up  Area,2.0,1.0,69.61,2.0,1,25.0,Q3 Possession,hennur road,103.92855704697986,1232.0
Super built-up  Area,3.0,2.0,94.36,3.0,0,0.0,Ready To Move,jalahalli,95.76438775510204,1704.0
Built-up  Area,2.0,2.0,88.0,3.0,0,0.0,Ready To Move,7th phase jp nagar,104.03466666666667,1275.0
Super built-up  Area,2.0,1.0,68.0,3.0,1,1.0,Ready To Move,sarjapur  road,120.91663588390502,1222.0
Super built-up  Area,2.0,1.0,29.95,2.0,0,0.0,Q2 Possession,electronic city,55.482145328719724,1000.0
Super built-up  Area,3.0,2.0,71.28,3.0,1,12.0,Q4 Possession,yelahanka,86.26330952380954,1517.0
Super built-up  Area,2.0,1.0,37.29,2.0,0,0.0,Q2 Possession,horamavu agara,54.119268292682925,1166.0
Built-up  Area,2.0,2.0,24.0,2.0,1,23.0,Ready To Move,electronic city,55.482145328719724,870.0
Super built-up  Area,5.0,2.0,170.0,5.0,0,0.0,Ready To Move,5th phase jp nagar,87.44864864864864,4000.0
Plot  Area,4.0,1.0,230.0,4.0,0,0.0,Ready To Move,rajaji nagar,327.69308411214956,1350.0
Super built-up  Area,6.0,2.0,190.0,4.0,1,12.0,Ready To Move,yelahanka,86.26330952380954,3019.0
Super built-up  Area,3.0,1.0,58.0,3.0,1,2.0,Ready To Move,whitefield,129.65500954198475,1345.0
Plot  Area,3.0,1.0,75.0,3.0,0,0.0,Ready To Move,Other,41.02846153846154,900.0
Super built-up  Area,5.0,2.0,170.0,4.0,1,1.0,Ready To Move,epip zone,134.86260869565217,3800.0
Super built-up  Area,2.0,2.0,38.0,3.0,0,0.0,Ready To Move,chandapura,36.56774390243902,971.0
Built-up  Area,2.0,2.0,65.0,2.0,1,1.0,Ready To Move,epip zone,134.86260869565217,1810.0
Built-up  Area,2.0,1.0,58.0,2.0,0,0.0,Ready To Move,Other,67.5,1300.0
Super built-up  Area,2.0,2.0,45.0,2.0,1,26.0,Ready To Move,thanisandra,82.59086206896552,1185.0
Super built-up  Area,2.0,3.0,68.0,2.0,1,2.0,Ready To Move,Other,58.565,1350.0
Super built-up  Area,3.0,0.0,76.16,3.0,1,4.0,Q2 Possession,budigere,68.87882978723404,1590.0
Super built-up  Area,6.0,3.0,180.0,7.0,0,0.0,Ready To Move,Other,139.02272727272728,3000.0
Plot  Area,3.0,2.0,149.0,4.0,0,0.0,Ready To Move,brookefield,118.48936170212765,1560.0
Super built-up  Area,3.0,2.0,126.0,3.0,1,11.0,Ready To Move,somasundara palya,75.48518518518519,1650.0
Super built-up  Area,3.0,2.0,87.0,3.0,0,0.0,Ready To Move,Other,101.0,1645.0
Super built-up  Area,3.0,2.0,103.0,3.0,1,8.0,Ready To Move,hennur road,103.92855704697986,1748.0
Plot  Area,3.0,1.0,67.77,3.0,0,0.0,Q4 Possession,channasandra,62.578421052631576,1200.0
Built-up  Area,2.0,3.0,50.0,2.0,1,1.0,Ready To Move,kengeri satellite town,54.590875000000004,1170.0
Built-up  Area,4.0,2.0,225.0,4.0,1,11.0,Ready To Move,sarjapur  road,120.91663588390502,3420.0
Built-up  Area,2.0,2.0,65.0,3.0,1,2.0,Ready To Move,hulimavu,85.91884615384615,1320.0
Super built-up  Area,3.0,2.0,84.53,3.0,1,28.0,Q3 Possession,bhoganhalli,99.72558139534884,1610.0
Super built-up  Area,3.0,3.0,180.0,3.0,1,2.0,Ready To Move,frazer town,246.73472222222225,1870.0
Super built-up  Area,2.0,1.0,110.0,3.0,1,6.0,Ready To Move,sarjapur  road,120.91663588390502,1510.0
Built-up  Area,7.0,3.0,110.0,6.0,0,0.0,Ready To Move,Other,84.125,2700.0
Super built-up  Area,2.0,1.0,45.68,3.0,0,0.0,Ready To Move,Other,45.68,1305.0
Super built-up  Area,2.0,1.0,70.0,3.0,1,9.0,Ready To Move,mahadevpura,76.51299999999999,1500.0
Super built-up  Area,2.0,1.0,130.0,2.0,1,1.0,Ready To Move,indira nagar,288.3255813953488,1149.0
Built-up  Area,4.0,2.0,129.0,4.0,1,51.0,Ready To Move,thanisandra,82.59086206896552,1948.0
Plot  Area,3.0,1.0,70.0,3.0,0,0.0,Ready To Move,margondanahalli,66.2904,1448.0
Super built-up  Area,2.0,1.0,78.0,2.0,1,10.0,Ready To Move,sarjapur  road,120.91663588390502,1242.0
Super built-up  Area,2.0,1.0,58.0,2.0,1,13.0,Ready To Move,sonnenahalli,54.31340909090909,1268.0
Super built-up  Area,2.0,1.0,50.0,2.0,1,1.0,Ready To Move,ramamurthy nagar,86.1576388888889,1101.0
Super built-up  Area,2.0,3.0,65.0,2.0,1,1.0,Ready To Move,Other,54.6,1255.0
Super built-up  Area,3.0,2.0,140.0,3.0,1,1.0,Ready To Move,sarjapur  road,120.91663588390502,984.0
Super built-up  Area,2.0,1.0,32.67,2.0,1,7.0,Q2 Possession,hosa road,70.76757142857143,1089.0
Built-up  Area,1.0,3.0,95.0,2.0,0,0.0,Ready To Move,Other,79.33333333333333,800.0
Plot  Area,9.0,3.0,125.0,8.0,0,0.0,Ready To Move,thanisandra,82.59086206896552,3600.0
Plot  Area,2.0,1.0,140.0,4.0,0,0.0,Ready To Move,Other,115.0,1650.0
Super built-up  Area,2.0,1.0,45.0,2.0,1,16.0,Ready To Move,Other,70.92105263157895,950.0
Super built-up  Area,2.0,1.0,43.0,2.0,1,1.0,Ready To Move,hbr layout,131.3,1068.0
Built-up  Area,1.0,2.0,31.0,2.0,1,16.0,Ready To Move,yelahanka new town,83.86585365853658,860.0
Built-up  Area,5.0,2.0,130.0,8.0,0,0.0,Ready To Move,kengeri,61.44150684931506,3000.0
Super built-up  Area,3.0,2.0,66.73,3.0,1,13.0,Ready To Move,yelahanka,86.26330952380954,1756.0
Super built-up  Area,2.0,1.0,41.0,2.0,1,14.0,Ready To Move,whitefield,129.65500954198475,1205.0
Plot  Area,8.0,2.0,155.0,8.0,0,0.0,Ready To Move,hoodi,91.65022727272728,1120.0
Super built-up  Area,3.0,2.0,125.0,3.0,1,14.0,Ready To Move,banashankari,111.9226388888889,1800.0
Super built-up  Area,5.0,2.0,2912.0,4.0,0,0.0,Q1 Possession,Other,1486.0,8321.0
Built-up  Area,3.0,0.0,68.0,3.0,1,1.0,Ready To Move,hormavu,71.35376712328767,1604.0
Super built-up  Area,4.0,3.0,204.0,4.0,1,15.0,Q2 Possession,old airport road,181.74655172413793,2732.0
Super built-up  Area,2.0,2.0,25.88,2.0,1,19.0,Q4 Possession,chandapura,36.56774390243902,1015.0
Super built-up  Area,2.0,2.0,38.0,2.0,0,0.0,Ready To Move,ananth nagar,34.392758620689655,1010.0
Built-up  Area,3.0,0.0,170.0,2.0,0,0.0,Ready To Move,nagarbhavi,117.20333333333333,1250.0
Super built-up  Area,2.0,1.0,41.0,2.0,0,0.0,Ready To Move,Other,53.53,1010.0
Super built-up  Area,2.0,2.0,33.1,2.0,1,1.0,Ready To Move,yelahanka,86.26330952380954,1050.0
Super built-up  Area,3.0,2.0,85.0,3.0,0,0.0,Ready To Move,harlur,110.74233766233766,1710.0
Super built-up  Area,3.0,2.0,115.0,3.0,1,8.0,Q1 Possession,mysore road,68.2984,1248.52
Built-up  Area,1.0,1.0,10.0,1.0,0,0.0,Ready To Move,attibele,46.95951219512195,410.0
Super built-up  Area,2.0,1.0,62.93,3.0,1,8.0,Q4 Possession,bannerghatta road,98.6713422818792,1656.0
Super built-up  Area,3.0,1.0,68.0,3.0,1,3.0,Ready To Move,Other,67.685,1451.0
Super built-up  Area,3.0,0.0,175.0,6.0,0,0.0,Ready To Move,Other,273.14285714285717,1200.0
Super built-up  Area,2.0,2.0,93.0,2.0,1,3.0,Ready To Move,jp nagar,126.43739436619718,1250.0
Plot  Area,3.0,3.0,240.0,3.0,1,6.0,Ready To Move,Other,255.83333333333334,4395.0
Super built-up  Area,6.0,2.0,650.0,4.0,1,4.0,Ready To Move,hebbal,164.6091304347826,4600.0
Built-up  Area,2.0,3.0,42.0,3.0,1,1.0,Ready To Move,sonnenahalli,54.31340909090909,1340.0
Super built-up  Area,2.0,2.0,38.5,2.0,1,2.0,Ready To Move,Other,42.74,1100.0
Super built-up  Area,6.0,2.0,700.0,4.0,1,5.0,Ready To Move,whitefield,129.65500954198475,6000.0
Super built-up  Area,3.0,1.0,71.0,3.0,1,1.0,Ready To Move,Other,61.470588235294116,1700.0
Plot  Area,5.0,0.0,150.0,6.0,0,0.0,Ready To Move,yelahanka,86.26330952380954,1200.0
Super built-up  Area,2.0,1.0,43.0,2.0,1,2.0,Ready To Move,kr puram,84.62961538461539,1096.0
Built-up  Area,3.0,2.0,139.0,3.0,0,0.0,Ready To Move,Other,133.5,1936.0
Super built-up  Area,2.0,2.0,63.0,3.0,1,4.0,Ready To Move,Other,86.37272727272727,1269.0
Super built-up  Area,3.0,1.0,630.0,3.0,0,0.0,Q4 Possession,Other,630.0,3500.0
Super built-up  Area,3.0,1.0,125.0,3.0,1,12.0,Q2 Possession,panathur,73.62040816326531,1586.0
Super built-up  Area,2.0,1.0,124.0,2.0,1,11.0,Q3 Possession,rajaji nagar,327.69308411214956,1376.0
Super built-up  Area,3.0,3.0,56.5,3.0,1,24.0,Ready To Move,kanakpura road,71.84865461847389,1452.0
Super built-up  Area,3.0,1.0,107.0,3.0,1,15.0,Q3 Possession,hosa road,70.76757142857143,1538.0
Super built-up  Area,2.0,1.0,130.0,3.0,1,12.0,Q2 Possession,hosur road,92.79844444444446,1427.0
Built-up  Area,2.0,0.0,40.0,2.0,0,0.0,Ready To Move,Other,53.5,935.0
Built-up  Area,2.0,3.0,65.0,2.0,1,2.0,Ready To Move,Other,82.28571428571429,1220.0
Super built-up  Area,2.0,1.0,77.0,2.0,1,25.0,Ready To Move,harlur,110.74233766233766,1197.0
Super built-up  Area,1.0,1.0,19.9,2.0,0,0.0,Q4 Possession,varthur,69.75897058823529,674.0
Built-up  Area,1.0,1.0,15.0,1.0,0,0.0,Ready To Move,kengeri,61.44150684931506,410.0
Built-up  Area,3.0,1.0,90.0,3.0,1,51.0,Q2 Possession,thanisandra,82.59086206896552,1573.0
Super built-up  Area,2.0,2.0,58.0,2.0,1,1.0,Ready To Move,dodda nekkundi,106.58413793103449,1135.0
Built-up  Area,2.0,1.0,40.43,3.0,0,0.0,Q4 Possession,Other,39.8775,1400.0
Super built-up  Area,1.0,0.0,65.0,1.0,0,0.0,Ready To Move,Other,85.66666666666667,1200.0
Plot  Area,3.0,0.0,95.0,3.0,0,0.0,Ready To Move,Other,87.55555555555556,1800.0
Built-up  Area,3.0,2.0,108.0,3.0,1,3.0,Ready To Move,Other,104.65799999999999,2045.0
Super built-up  Area,2.0,1.0,56.0,2.0,1,13.0,Ready To Move,sonnenahalli,54.31340909090909,1268.0
Super built-up  Area,3.0,3.0,100.0,3.0,1,13.0,Ready To Move,yelahanka,86.26330952380954,1600.0
Super built-up  Area,2.0,2.0,70.0,2.0,1,51.0,Ready To Move,thanisandra,82.59086206896552,1056.0
Plot  Area,11.0,2.0,105.0,10.0,0,0.0,Ready To Move,jigani,74.94698113207548,1200.0
Plot  Area,4.0,2.0,330.0,4.0,1,2.0,Ready To Move,whitefield,129.65500954198475,4500.0
Super built-up  Area,2.0,2.0,58.0,2.0,1,1.0,Ready To Move,kr puram,84.62961538461539,1204.0
Super built-up  Area,2.0,1.0,54.0,3.0,1,2.0,Ready To Move,Other,63.5,1410.0
Built-up  Area,2.0,1.0,80.3,2.0,1,1.0,Ready To Move,hennur road,103.92855704697986,1460.0
Super built-up  Area,2.0,1.0,41.18,2.0,0,0.0,Ready To Move,dodda nekkundi,106.58413793103449,1100.0
Super built-up  Area,2.0,1.0,88.0,2.0,1,1.0,Ready To Move,Other,71.0,1310.0
Super built-up  Area,3.0,2.0,90.0,3.0,1,2.0,Ready To Move,Other,86.025625,1600.0
Super built-up  Area,2.0,2.0,55.0,2.0,0,0.0,Ready To Move,Other,231.66666666666666,1250.0
Super built-up  Area,3.0,2.0,74.93,3.0,1,10.0,Ready To Move,sarjapur  road,120.91663588390502,1665.0
Built-up  Area,5.0,2.0,240.0,5.0,0,0.0,Ready To Move,Other,143.0,2000.0
Super built-up  Area,2.0,2.0,67.0,2.0,1,1.0,Ready To Move,singasandra,73.18,1416.0
Built-up  Area,10.0,3.0,200.0,10.0,0,0.0,Ready To Move,munnekollal,120.62208333333335,7200.0
Built-up  Area,3.0,2.0,58.0,3.0,1,20.0,Ready To Move,jigani,74.94698113207548,1231.0
Super built-up  Area,3.0,0.0,73.95,3.0,1,5.0,Ready To Move,yelahanka,86.26330952380954,1664.0
Built-up  Area,3.0,1.0,76.0,3.0,0,0.0,Ready To Move,tc palaya,84.9991111111111,2000.0
Built-up  Area,2.0,2.0,43.0,2.0,1,3.0,Ready To Move,Other,116.485,972.0
Built-up  Area,4.0,3.0,345.0,4.0,0,0.0,Ready To Move,Other,231.33333333333334,4500.0
Super built-up  Area,2.0,1.0,47.39,2.0,0,0.0,Ready To Move,bellandur,92.00365591397849,1185.0
Built-up  Area,3.0,2.0,81.0,3.0,0,0.0,Ready To Move,green glen layout,118.04615384615386,1750.0
Built-up  Area,4.0,2.0,316.0,3.0,1,3.0,Ready To Move,Other,384.5,3155.0
Super built-up  Area,2.0,1.0,68.0,2.0,1,38.0,Q4 Possession,balagere,61.03306818181818,1007.0
Super built-up  Area,3.0,2.0,200.0,3.0,0,0.0,Ready To Move,rajaji nagar,327.69308411214956,1700.0
Super built-up  Area,2.0,2.0,85.0,2.0,1,5.0,Ready To Move,whitefield,129.65500954198475,1250.0
Super built-up  Area,2.0,1.0,54.0,2.0,0,0.0,Ready To Move,Other,57.666666666666664,1200.0
Super built-up  Area,2.0,1.0,42.28,2.0,1,2.0,Q3 Possession,horamavu agara,54.119268292682925,994.0
Super built-up  Area,2.0,2.0,40.0,2.0,0,0.0,Q2 Possession,ramamurthy nagar,86.1576388888889,1150.0
Super built-up  Area,2.0,2.0,46.0,2.0,1,26.0,Ready To Move,thanisandra,82.59086206896552,1220.0
Super built-up  Area,2.0,1.0,115.0,2.0,1,7.0,Ready To Move,Other,119.57142857142857,1441.0
Super built-up  Area,2.0,2.0,47.32,2.0,1,8.0,Q1 Possession,old madras road,123.05686567164179,1157.0
Super built-up  Area,6.0,3.0,150.0,6.0,0,0.0,Ready To Move,Other,95.0,1300.0
Super built-up  Area,2.0,2.0,105.0,2.0,1,39.0,Ready To Move,thigalarapalya,157.65687499999999,1400.0
Built-up  Area,3.0,1.0,65.0,3.0,0,0.0,Ready To Move,Other,100.61818181818181,1370.07
Plot  Area,4.0,1.0,130.0,5.0,0,0.0,Ready To Move,magadi road,77.6266,1200.0
